sale_line_id,transaction_id,sale_date,store_id,product_id,channel_id,promotion_id,quantity,unit_price_sale
L00904,T10904,2026-06-05,S03,P007,C02,PR10,3,1208200
L00235,T10235,2026-06-06,S02,P015,C01,PR00,1,240000
L00293,T10293,2026-06-06,S03,P019,C02,PR15,1,391200
L00360,T10360,2026-06-06,S01,P013,C01,PR20,1,152700
L00438,T10438,2026-06-06,S02,P014,C01,PR10,1,467600
L00477,T10477,2026-06-06,S02,P013,C01,PR00,1,189600
L00550,T10550,2026-06-06,S02,P010,C01,PR10,1,1314700
L00962,T10962,2026-06-06,S02,P009,C01,PR00,3,1538700
L00993,T10993,2026-06-06,S02,P016,C01,PR00,1,434300
L00025,T10025,2026-06-07,S02,P019,C01,PR00,1,465600
L00373,T10373,2026-06-07,S03,P019,C02,PR15,1,392100
L00673,T10673,2026-06-07,S01,P009,C01,PR00,1,1528300
L00729,T10729,2026-06-07,S01,P018,C01,PR00,1,181100
L00794,T10794,2026-06-07,S02,P010,C01,PR00,1,1450200
L00281,T10281,2026-06-08,S01,P004,C01,PR15,1,1595500
L00392,T10392,2026-06-08,S02,P014,C01,PR10,1,467100
L00463,T10463,2026-06-08,S02,P019,C01,PR00,1,462500
L00583,T10583,2026-06-08,S03,P018,C02,PR15,4,155200
L00747,T10747,2026-06-08,S02,P018,C01,PR10,1,162000
L00934,T10934,2026-06-08,S03,P017,C02,PR15,1,296600
L00504,T10504,2026-06-09,S02,P012,C01,PR10,2,251600
L00531,T10531,2026-06-09,S01,P014,C01,PR00,1,519400
L00960,T10960,2026-06-09,S02,P013,C01,PR00,3,188600
L00970,T10970,2026-06-09,S01,P013,C01,PR00,1,188300
L00247,T10247,2026-06-10,S01,P014,C01,PR20,3,412000
L00254,T10254,2026-06-10,S01,P013,C01,PR10,2,171400
L00309,T10309,2026-06-10,S01,P007,C01,PR00,1,1359900
L00455,T10455,2026-06-10,S02,P011,C01,PR10,1,109500
L00493,T10493,2026-06-10,S03,P014,C02,PR10,1,469700
L00503,T10503,2026-06-10,S03,P017,C02,PR00,1,345400
L00837,T10837,2026-06-10,S01,P012,C01,PR00,1,279200
L00846,T10846,2026-06-10,S01,P012,C01,PR00,1,278300
L00909,T10909,2026-06-10,S01,P014,C01,PR00,1,519400
L00933,T10933,2026-06-10,S01,P014,C01,PR00,1,525800
L00997,T10997,2026-06-10,S03,P019,C02,PR00,1,464500
L00265,T10265,2026-06-11,S02,P011,C01,PR00,1,121000
L00695,T10695,2026-06-11,S02,P014,C01,PR00,1,521500
L00786,T10786,2026-06-11,S02,P012,C01,PR00,1,279300
L00891,T10891,2026-06-11,S01,P010,C01,PR00,2,1439500
L00019,T10019,2026-06-12,S01,P012,C01,PR00,1,281600
L00171,T10171,2026-06-12,S02,P019,C01,PR20,4,367500
L00233,T10233,2026-06-12,S01,P020,C01,PR00,3,158100
L00386,T10386,2026-06-12,S03,P008,C02,PR00,1,971700
L00427,T10427,2026-06-12,S02,P020,C01,PR00,1,160400
L00428,T10428,2026-06-12,S03,P014,C02,PR15,1,438800
L00442,T10442,2026-06-12,S02,P007,C01,PR00,2,1349100
L00444,T10444,2026-06-12,S03,P013,C02,PR10,5,169800
L00473,T10473,2026-06-12,S03,P017,C02,PR10,3,311600
L00725,T10725,2026-06-12,S01,P018,C01,PR00,1,177800
L00762,T10762,2026-06-12,S03,P019,C02,PR15,1,391700
L00902,T10902,2026-06-12,S02,P017,C01,PR00,1,352700
L00222,T10222,2026-06-13,S03,P013,C02,PR00,2,189000
L00240,T10240,2026-06-13,S01,P019,C01,PR00,1,457800
L00626,T10626,2026-06-13,S03,P016,C02,PR00,2,429600
L00677,T10677,2026-06-13,S02,P005,C01,PR00,2,2265600
L00702,T10702,2026-06-13,S02,P014,C01,PR00,1,522200
L00739,T10739,2026-06-13,S03,P009,C02,PR15,2,1326900
L00819,T10819,2026-06-13,S03,P011,C02,PR15,2,103500
L00858,T10858,2026-06-13,S02,P006,C01,PR00,4,1796500
L00994,T10994,2026-06-13,S01,P018,C01,PR10,1,163500
L00049,T10049,2026-06-14,S03,P019,C02,PR00,2,461800
L00538,T10538,2026-06-14,S01,P016,C01,PR10,3,390900
L00563,T10563,2026-06-14,S01,P003,C01,PR10,1,3795300
L00594,T10594,2026-06-14,S03,P018,C02,PR00,1,179900
L00645,T10645,2026-06-14,S01,P012,C01,PR10,1,250600
L00684,T10684,2026-06-14,S02,P010,C01,PR00,1,1463900
L00204,T10204,2026-06-15,S02,P020,C01,PR00,1,159500
L00407,T10407,2026-06-15,S02,P018,C01,PR00,1,177800
L00588,T10588,2026-06-15,S02,P011,C01,PR00,5,118900
L00067,T10067,2026-06-16,S02,P020,C01,PR10,1,143600
L00517,T10517,2026-06-16,S03,P012,C02,PR00,2,276500
L00697,T10697,2026-06-16,S01,P018,C01,PR10,1,162600
L00761,T10761,2026-06-16,S03,P002,C02,PR15,3,3273100
L00908,T10908,2026-06-16,S02,P013,C01,PR00,2,192400
L00046,T10046,2026-06-17,S01,P019,C01,PR20,1,364100
L00207,T10207,2026-06-17,S01,P019,C01,PR00,1,458900
L00423,T10423,2026-06-17,S01,P011,C01,PR10,2,109400
L00564,T10564,2026-06-17,S02,P012,C01,PR00,2,284100
L00661,T10661,2026-06-17,S01,P018,C01,PR00,1,178700
L00901,T10901,2026-06-17,S02,P019,C01,PR00,1,453700
L00076,T10076,2026-06-18,S01,P015,C01,PR10,2,213500
L00334,T10334,2026-06-18,S02,P010,C01,PR20,1,1158200
L00484,T10484,2026-06-18,S02,P006,C01,PR10,1,1624200
L00654,T10654,2026-06-18,S01,P019,C01,PR10,1,407800
L00744,T10744,2026-06-18,S02,P004,C01,PR00,1,1881900
L00773,T10773,2026-06-18,S03,P013,C02,PR15,1,163100
L00944,T10944,2026-06-18,S02,P020,C01,PR00,1,161700
L00957,T10957,2026-06-18,S01,P018,C01,PR00,1,180000
L00140,T10140,2026-06-19,S02,P013,C01,PR10,1,171800
L00408,T10408,2026-06-19,S02,P007,C01,PR10,3,1227600
L00622,T10622,2026-06-19,S03,P009,C02,PR20,2,1236800
L00686,T10686,2026-06-19,S03,P020,C02,PR00,2,158900
L00981,T10981,2026-06-19,S01,P017,C01,PR00,1,347100
L00196,T10196,2026-06-20,S03,P010,C02,PR15,2,1229500
L00214,T10214,2026-06-20,S02,P006,C01,PR00,1,1785600
L00372,T10372,2026-06-20,S03,P014,C02,PR00,2,519100
L00389,T10389,2026-06-20,S03,P013,C02,PR15,1,160400
L00800,T10800,2026-06-20,S03,P015,C02,PR00,1,240400
L00854,T10854,2026-06-20,S01,P004,C01,PR00,2,1903600
L00924,T10924,2026-06-20,S03,P017,C02,PR15,1,297800
L00199,T10199,2026-06-21,S02,P020,C01,PR00,1,161900
L00267,T10267,2026-06-21,S03,P020,C02,PR10,1,143200
L00660,T10660,2026-06-21,S01,P012,C01,PR10,1,252100
L00738,T10738,2026-06-21,S01,P011,C01,PR10,1,107300
L00825,T10825,2026-06-21,S01,P016,C01,PR10,1,390200
L00844,T10844,2026-06-21,S01,P014,C01,PR20,1,414400
L00964,T10964,2026-06-21,S03,P017,C02,PR00,1,350200
L00063,T10063,2026-06-22,S01,P019,C01,PR10,3,414000
L00263,T10263,2026-06-22,S02,P011,C01,PR20,1,95800
L00272,T10272,2026-06-22,S02,P020,C01,PR00,3,158600
L00302,T10302,2026-06-22,S02,P009,C01,PR20,1,1226300
L00353,T10353,2026-06-22,S02,P006,C01,PR00,1,1779700
L00397,T10397,2026-06-22,S03,P011,C02,PR00,1,121700
L00955,T10955,2026-06-22,S03,P005,C02,PR15,1,1980000
L00969,T10969,2026-06-22,S03,P011,C02,PR00,1,120300
L00012,T10012,2026-06-23,S03,P012,C02,PR00,3,276800
L00087,T10087,2026-06-23,S02,P011,C01,PR00,1,118600
L00238,T10238,2026-06-23,S02,P012,C01,PR00,2,279800
L00549,T10549,2026-06-23,S02,P017,C01,PR00,1,353600
L00808,T10808,2026-06-23,S02,P015,C01,PR10,1,212800
L00861,T10861,2026-06-23,S03,P012,C02,PR00,1,279600
L00945,T10945,2026-06-23,S01,P014,C01,PR10,2,461300
L00126,T10126,2026-06-24,S02,P014,C01,PR00,1,526800
L00217,T10217,2026-06-24,S01,P014,C01,PR00,3,525300
L00436,T10436,2026-06-24,S01,P013,C01,PR00,3,191600
L00469,T10469,2026-06-24,S02,P018,C01,PR00,4,178200
L00523,T10523,2026-06-24,S03,P001,C02,PR00,1,2616500
L00584,T10584,2026-06-24,S01,P010,C01,PR00,1,1447900
L00706,T10706,2026-06-24,S02,P019,C01,PR00,2,466100
L00766,T10766,2026-06-24,S02,P006,C01,PR00,1,1806900
L00968,T10968,2026-06-24,S01,P010,C01,PR10,1,1317900
L00200,T10200,2026-06-25,S01,P017,C01,PR20,2,283700
L00785,T10785,2026-06-25,S03,P015,C02,PR00,1,241400
L00061,T10061,2026-06-26,S03,P015,C02,PR10,2,213400
L00264,T10264,2026-06-26,S03,P012,C02,PR00,1,284200
L00425,T10425,2026-06-26,S02,P007,C01,PR00,1,1341800
L00426,T10426,2026-06-26,S02,P016,C01,PR00,2,436400
L00979,T10979,2026-06-26,S02,P013,C01,PR10,1,169500
L00115,T10115,2026-06-27,S02,P014,C01,PR10,1,470200
L00390,T10390,2026-06-27,S03,P002,C02,PR00,1,3798000
L00466,T10466,2026-06-27,S02,P012,C01,PR00,4,278100
L00694,T10694,2026-06-27,S01,P016,C01,PR00,1,435200
L00022,T10022,2026-06-28,S01,P005,C01,PR00,2,2320800
L00117,T10117,2026-06-28,S02,P015,C01,PR00,2,240700
L00130,T10130,2026-06-28,S03,P015,C02,PR20,1,191400
L00318,T10318,2026-06-28,S03,P016,C02,PR00,1,432500
L00327,T10327,2026-06-28,S03,P008,C02,PR00,1,967900
L00585,T10585,2026-06-28,S03,P007,C02,PR00,2,1340600
L00724,T10724,2026-06-28,S02,P019,C01,PR00,3,465300
L00990,T10990,2026-06-28,S03,P007,C02,PR15,2,1154700
L00188,T10188,2026-06-29,S01,P002,C01,PR00,5,3818200
L00480,T10480,2026-06-29,S03,P005,C02,PR15,4,1972700
L00498,T10498,2026-06-29,S03,P011,C02,PR15,2,103300
L00598,T10598,2026-06-29,S03,P013,C02,PR10,1,169800
L00832,T10832,2026-06-29,S01,P014,C01,PR00,2,522600
L00939,T10939,2026-06-29,S01,P015,C01,PR00,3,241100
L00113,T10113,2026-06-30,S02,P017,C01,PR00,3,351200
L00176,T10176,2026-06-30,S01,P007,C01,PR10,1,1210600
L00437,T10437,2026-06-30,S02,P007,C01,PR20,2,1082800
L00448,T10448,2026-06-30,S02,P012,C01,PR00,2,278200
L00491,T10491,2026-06-30,S02,P008,C01,PR20,1,774900
L00577,T10577,2026-06-30,S03,P007,C02,PR00,1,1368200
L00649,T10649,2026-06-30,S01,P005,C01,PR00,2,2299800
L00984,T10984,2026-06-30,S03,P016,C02,PR15,1,366600
